����,������,�Ƕ�ռ����,��ռ����,�Ƕ�ռ���� %,��ռ���� %,ģ����,
53,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
54,"[wow64win.dll]",1,1,0.06,0.06,"wow64win.dll",
42,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
43,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
44,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
45,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
46,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
47,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
48,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
49,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
50,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
51,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
52,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
53,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
54,"[wow64win.dll]",1,1,0.06,0.06,"wow64win.dll",
38,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
39,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
40,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
41,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
42,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
43,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
44,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
45,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
46,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
47,"[wow64cpu.dll]",1,1,0.06,0.06,"wow64cpu.dll",
38,"[System.ni.dll]",1,0,0.06,0.00,"System.ni.dll",
39,"[clr.dll]",1,1,0.06,0.06,"clr.dll",
37,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
38,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
39,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
40,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
41,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
42,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
43,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
44,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
45,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
46,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
47,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
48,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
49,"[wow64win.dll]",1,1,0.06,0.06,"wow64win.dll",
36,"[user32.dll]",14,0,0.83,0.00,"user32.dll",
37,"[user32.dll]",13,0,0.77,0.00,"user32.dll",
38,"[win32u.dll]",13,0,0.77,0.00,"win32u.dll",
39,"[ntdll.dll]",13,0,0.77,0.00,"ntdll.dll",
40,"[ntdll.dll]",13,0,0.77,0.00,"ntdll.dll",
41,"[ntdll.dll]",13,0,0.77,0.00,"ntdll.dll",
42,"[ntdll.dll]",13,0,0.77,0.00,"ntdll.dll",
43,"[wow64.dll]",13,0,0.77,0.00,"wow64.dll",
44,"[wow64.dll]",13,0,0.77,0.00,"wow64.dll",
45,"[wow64cpu.dll]",13,0,0.77,0.00,"wow64cpu.dll",
46,"[wow64cpu.dll]",13,0,0.77,0.00,"wow64cpu.dll",
47,"[wow64.dll]",13,0,0.77,0.00,"wow64.dll",
48,"[wow64win.dll]",13,0,0.77,0.00,"wow64win.dll",
49,"[wow64win.dll]",13,13,0.77,0.77,"wow64win.dll",
37,"[win32u.dll]",1,1,0.06,0.06,"win32u.dll",
36,"[clr.dll]",1,1,0.06,0.06,"clr.dll",
35,"[win32u.dll]",6,0,0.35,0.00,"win32u.dll",
36,"[ntdll.dll]",6,0,0.35,0.00,"ntdll.dll",
37,"[ntdll.dll]",6,0,0.35,0.00,"ntdll.dll",
38,"[ntdll.dll]",6,0,0.35,0.00,"ntdll.dll",
39,"[ntdll.dll]",6,0,0.35,0.00,"ntdll.dll",
40,"[wow64.dll]",6,0,0.35,0.00,"wow64.dll",
41,"[wow64.dll]",6,0,0.35,0.00,"wow64.dll",
42,"[wow64cpu.dll]",6,0,0.35,0.00,"wow64cpu.dll",
43,"[wow64cpu.dll]",6,0,0.35,0.00,"wow64cpu.dll",
44,"[wow64cpu.dll]",6,6,0.35,0.35,"wow64cpu.dll",
35,"[clr.dll]",1,1,0.06,0.06,"clr.dll",
35,"[System.ni.dll]",1,1,0.06,0.06,"System.ni.dll",
34,"[δ֪]",1,1,0.06,0.06,"[δ֪]",
34,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
35,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
36,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
37,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
38,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
39,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
40,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
41,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
42,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
43,"[wow64cpu.dll]",1,1,0.06,0.06,"wow64cpu.dll",
33,"[win32u.dll]",1,1,0.06,0.06,"win32u.dll",
33,"[δ֪]",1,1,0.06,0.06,"[δ֪]",
32,"[PresentationCore.ni.dll]",18,0,1.06,0.00,"PresentationCore.ni.dll",
33,"[PresentationCore.ni.dll]",18,0,1.06,0.00,"PresentationCore.ni.dll",
34,"[PresentationCore.ni.dll]",18,0,1.06,0.00,"PresentationCore.ni.dll",
35,"[PresentationCore.ni.dll]",16,0,0.95,0.00,"PresentationCore.ni.dll",
36,"[WindowsBase.ni.dll]",7,1,0.41,0.06,"WindowsBase.ni.dll",
37,"[WindowsBase.ni.dll]",6,0,0.35,0.00,"WindowsBase.ni.dll",
38,"[WindowsBase.ni.dll]",6,0,0.35,0.00,"WindowsBase.ni.dll",
39,"[WindowsBase.ni.dll]",6,0,0.35,0.00,"WindowsBase.ni.dll",
40,"[WindowsBase.ni.dll]",4,0,0.24,0.00,"WindowsBase.ni.dll",
41,"[WindowsBase.ni.dll]",4,0,0.24,0.00,"WindowsBase.ni.dll",
42,"[WindowsBase.ni.dll]",4,0,0.24,0.00,"WindowsBase.ni.dll",
43,"[WindowsBase.ni.dll]",4,0,0.24,0.00,"WindowsBase.ni.dll",
44,"[user32.dll]",4,0,0.24,0.00,"user32.dll",
45,"[win32u.dll]",4,0,0.24,0.00,"win32u.dll",
46,"[ntdll.dll]",4,0,0.24,0.00,"ntdll.dll",
47,"[ntdll.dll]",4,0,0.24,0.00,"ntdll.dll",
48,"[ntdll.dll]",4,0,0.24,0.00,"ntdll.dll",
49,"[ntdll.dll]",4,0,0.24,0.00,"ntdll.dll",
50,"[wow64.dll]",4,0,0.24,0.00,"wow64.dll",
51,"[wow64.dll]",4,0,0.24,0.00,"wow64.dll",
52,"[wow64cpu.dll]",4,0,0.24,0.00,"wow64cpu.dll",
53,"[wow64cpu.dll]",4,0,0.24,0.00,"wow64cpu.dll",
54,"[wow64.dll]",4,0,0.24,0.00,"wow64.dll",
55,"[wow64win.dll]",4,0,0.24,0.00,"wow64win.dll",
56,"[wow64win.dll]",4,4,0.24,0.24,"wow64win.dll",
40,"[mscorlib.ni.dll]",2,1,0.12,0.06,"mscorlib.ni.dll",
41,"[clr.dll]",1,1,0.06,0.06,"clr.dll",
36,"[PresentationCore.ni.dll]",7,0,0.41,0.00,"PresentationCore.ni.dll",
37,"[PresentationCore.ni.dll]",7,0,0.41,0.00,"PresentationCore.ni.dll",
38,"[PresentationCore.ni.dll]",4,0,0.24,0.00,"PresentationCore.ni.dll",
39,"[PresentationCore.ni.dll]",4,0,0.24,0.00,"PresentationCore.ni.dll",
40,"[PresentationCore.ni.dll]",4,0,0.24,0.00,"PresentationCore.ni.dll",
41,"[PresentationCore.ni.dll]",4,0,0.24,0.00,"PresentationCore.ni.dll",
42,"[PresentationCore.ni.dll]",3,0,0.18,0.00,"PresentationCore.ni.dll",
43,"[PresentationCore.ni.dll]",3,0,0.18,0.00,"PresentationCore.ni.dll",
44,"[PresentationCore.ni.dll]",2,0,0.12,0.00,"PresentationCore.ni.dll",
45,"[PresentationCore.ni.dll]",2,0,0.12,0.00,"PresentationCore.ni.dll",
46,"[PresentationCore.ni.dll]",2,0,0.12,0.00,"PresentationCore.ni.dll",
47,"[PresentationCore.ni.dll]",2,0,0.12,0.00,"PresentationCore.ni.dll",
48,"[PresentationCore.ni.dll]",2,0,0.12,0.00,"PresentationCore.ni.dll",
49,"[PresentationCore.ni.dll]",2,0,0.12,0.00,"PresentationCore.ni.dll",
50,"[PresentationCore.ni.dll]",1,0,0.06,0.00,"PresentationCore.ni.dll",
51,"[PresentationCore.ni.dll]",1,0,0.06,0.00,"PresentationCore.ni.dll",
52,"[PresentationCore.ni.dll]",1,0,0.06,0.00,"PresentationCore.ni.dll",
53,"[PresentationCore.ni.dll]",1,0,0.06,0.00,"PresentationCore.ni.dll",
54,"[PresentationCore.ni.dll]",1,1,0.06,0.06,"PresentationCore.ni.dll",
50,"[clr.dll]",1,1,0.06,0.06,"clr.dll",
44,"[WindowsBase.ni.dll]",1,0,0.06,0.00,"WindowsBase.ni.dll",
45,"[WindowsBase.ni.dll]",1,1,0.06,0.06,"WindowsBase.ni.dll",
42,"[clr.dll]",1,1,0.06,0.06,"clr.dll",
38,"[clr.dll]",3,3,0.18,0.18,"clr.dll",
36,"[wpfgfx_v0400.dll]",2,0,0.12,0.00,"wpfgfx_v0400.dll",
37,"[vcruntime140_clr0400.dll]",1,1,0.06,0.06,"vcruntime140_clr0400.dll",
37,"[wpfgfx_v0400.dll]",1,0,0.06,0.00,"wpfgfx_v0400.dll",
38,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
39,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
35,"[WindowsBase.ni.dll]",2,2,0.12,0.12,"WindowsBase.ni.dll",
32,"[mscorlib.ni.dll]",1,1,0.06,0.06,"mscorlib.ni.dll",
31,"[PresentationCore.ni.dll]",1,1,0.06,0.06,"PresentationCore.ni.dll",
28,"[user32.dll]",23,0,1.36,0.00,"user32.dll",
29,"[user32.dll]",21,3,1.24,0.18,"user32.dll",
30,"[user32.dll]",18,0,1.06,0.00,"user32.dll",
31,"[δ֪]",17,1,1.01,0.06,"[δ֪]",
32,"[WindowsBase.ni.dll]",15,0,0.89,0.00,"WindowsBase.ni.dll",
33,"[user32.dll]",15,0,0.89,0.00,"user32.dll",
34,"[user32.dll]",15,1,0.89,0.06,"user32.dll",
35,"[user32.dll]",14,0,0.83,0.00,"user32.dll",
36,"[user32.dll]",14,0,0.83,0.00,"user32.dll",
37,"[uxtheme.dll]",13,0,0.77,0.00,"uxtheme.dll",
38,"[uxtheme.dll]",13,0,0.77,0.00,"uxtheme.dll",
39,"[uxtheme.dll]",13,0,0.77,0.00,"uxtheme.dll",
40,"[user32.dll]",13,0,0.77,0.00,"user32.dll",
41,"[ntdll.dll]",13,0,0.77,0.00,"ntdll.dll",
42,"[user32.dll]",13,0,0.77,0.00,"user32.dll",
43,"[user32.dll]",13,0,0.77,0.00,"user32.dll",
44,"[user32.dll]",13,0,0.77,0.00,"user32.dll",
45,"[user32.dll]",13,0,0.77,0.00,"user32.dll",
46,"[δ֪]",13,0,0.77,0.00,"[δ֪]",
47,"[WindowsBase.ni.dll]",13,0,0.77,0.00,"WindowsBase.ni.dll",
48,"[WindowsBase.ni.dll]",13,0,0.77,0.00,"WindowsBase.ni.dll",
49,"[user32.dll]",11,0,0.65,0.00,"user32.dll",
50,"[user32.dll]",11,0,0.65,0.00,"user32.dll",
51,"[user32.dll]",11,0,0.65,0.00,"user32.dll",
52,"[δ֪]",11,0,0.65,0.00,"[δ֪]",
53,"[WindowsBase.ni.dll]",11,0,0.65,0.00,"WindowsBase.ni.dll",
54,"[user32.dll]",11,0,0.65,0.00,"user32.dll",
55,"[user32.dll]",11,0,0.65,0.00,"user32.dll",
56,"[user32.dll]",11,0,0.65,0.00,"user32.dll",
57,"[user32.dll]",11,0,0.65,0.00,"user32.dll",
58,"[uxtheme.dll]",11,0,0.65,0.00,"uxtheme.dll",
59,"[uxtheme.dll]",11,0,0.65,0.00,"uxtheme.dll",
60,"[uxtheme.dll]",11,0,0.65,0.00,"uxtheme.dll",
61,"[user32.dll]",11,0,0.65,0.00,"user32.dll",
62,"[ntdll.dll]",11,0,0.65,0.00,"ntdll.dll",
63,"[user32.dll]",11,0,0.65,0.00,"user32.dll",
64,"[user32.dll]",11,0,0.65,0.00,"user32.dll",
65,"[user32.dll]",11,0,0.65,0.00,"user32.dll",
66,"[user32.dll]",11,0,0.65,0.00,"user32.dll",
67,"[δ֪]",11,0,0.65,0.00,"[δ֪]",
68,"[WindowsBase.ni.dll]",11,0,0.65,0.00,"WindowsBase.ni.dll",
69,"[WindowsBase.ni.dll]",11,0,0.65,0.00,"WindowsBase.ni.dll",
70,"[user32.dll]",10,0,0.59,0.00,"user32.dll",
71,"[user32.dll]",10,0,0.59,0.00,"user32.dll",
72,"[user32.dll]",10,0,0.59,0.00,"user32.dll",
73,"[δ֪]",10,0,0.59,0.00,"[δ֪]",
74,"[WindowsBase.ni.dll]",10,0,0.59,0.00,"WindowsBase.ni.dll",
75,"[user32.dll]",10,0,0.59,0.00,"user32.dll",
76,"[user32.dll]",10,0,0.59,0.00,"user32.dll",
77,"[user32.dll]",10,0,0.59,0.00,"user32.dll",
78,"[user32.dll]",10,0,0.59,0.00,"user32.dll",
79,"[ntdll.dll]",10,0,0.59,0.00,"ntdll.dll",
80,"[user32.dll]",10,0,0.59,0.00,"user32.dll",
81,"[user32.dll]",9,0,0.53,0.00,"user32.dll",
82,"[user32.dll]",9,0,0.53,0.00,"user32.dll",
83,"[user32.dll]",8,0,0.47,0.00,"user32.dll",
84,"[δ֪]",7,0,0.41,0.00,"[δ֪]",
85,"[WindowsBase.ni.dll]",7,0,0.41,0.00,"WindowsBase.ni.dll",
86,"[WindowsBase.ni.dll]",7,0,0.41,0.00,"WindowsBase.ni.dll",
87,"[WindowsBase.ni.dll]",5,0,0.30,0.00,"WindowsBase.ni.dll",
88,"[WindowsBase.ni.dll]",5,0,0.30,0.00,"WindowsBase.ni.dll",
89,"[WindowsBase.ni.dll]",5,0,0.30,0.00,"WindowsBase.ni.dll",
90,"[WindowsBase.ni.dll]",5,0,0.30,0.00,"WindowsBase.ni.dll",
91,"[WindowsBase.ni.dll]",4,0,0.24,0.00,"WindowsBase.ni.dll",
92,"[PresentationCore.ni.dll]",4,0,0.24,0.00,"PresentationCore.ni.dll",
93,"[PresentationCore.ni.dll]",4,0,0.24,0.00,"PresentationCore.ni.dll",
94,"[PresentationCore.ni.dll]",4,0,0.24,0.00,"PresentationCore.ni.dll",
95,"[PresentationCore.ni.dll]",3,0,0.18,0.00,"PresentationCore.ni.dll",
96,"[WindowsBase.ni.dll]",3,0,0.18,0.00,"WindowsBase.ni.dll",
97,"[WindowsBase.ni.dll]",2,0,0.12,0.00,"WindowsBase.ni.dll",
98,"[WindowsBase.ni.dll]",2,0,0.12,0.00,"WindowsBase.ni.dll",
99,"[ntdll.dll]",2,0,0.12,0.00,"ntdll.dll",
100,"[user32.dll]",2,0,0.12,0.00,"user32.dll",
101,"[user32.dll]",2,0,0.12,0.00,"user32.dll",
102,"[user32.dll]",2,0,0.12,0.00,"user32.dll",
103,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
104,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
105,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
106,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
107,"[win32u.dll]",1,0,0.06,0.00,"win32u.dll",
108,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
109,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
110,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
111,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
112,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
113,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
114,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
115,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
116,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
117,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
118,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
119,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
120,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
121,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
122,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
123,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
124,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
125,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
126,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
127,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
128,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
129,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
130,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
131,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
132,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
133,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
134,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
135,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
136,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
137,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
138,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
139,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
140,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
141,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
142,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
143,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
144,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
145,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
146,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
147,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
148,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
149,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
150,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
151,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
152,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
153,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
154,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
155,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
156,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
157,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
158,"[wow64cpu.dll]",1,0,0.06,0.00,"wow64cpu.dll",
159,"[wow64.dll]",1,0,0.06,0.00,"wow64.dll",
160,"[wow64win.dll]",1,0,0.06,0.00,"wow64win.dll",
161,"[wow64win.dll]",1,1,0.06,0.06,"wow64win.dll",
103,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
104,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
105,"[WindowsBase.ni.dll]",1,0,0.06,0.00,"WindowsBase.ni.dll",
106,"[WindowsBase.ni.dll]",1,0,0.06,0.00,"WindowsBase.ni.dll",
107,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
108,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
109,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
110,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
111,"[WindowsBase.ni.dll]",1,0,0.06,0.00,"WindowsBase.ni.dll",
112,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
113,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
114,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
115,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
116,"[uxtheme.dll]",1,0,0.06,0.00,"uxtheme.dll",
117,"[user32.dll]",1,1,0.06,0.06,"user32.dll",
97,"[ole32.dll]",1,0,0.06,0.00,"ole32.dll",
98,"[ole32.dll]",1,0,0.06,0.00,"ole32.dll",
99,"[DataExchange.dll]",1,0,0.06,0.00,"DataExchange.dll",
100,"[twinapi.appcore.dll]",1,0,0.06,0.00,"twinapi.appcore.dll",
101,"[twinapi.appcore.dll]",1,0,0.06,0.00,"twinapi.appcore.dll",
102,"[twinapi.appcore.dll]",1,0,0.06,0.00,"twinapi.appcore.dll",
103,"[twinapi.appcore.dll]",1,0,0.06,0.00,"twinapi.appcore.dll",
104,"[twinapi.appcore.dll]",1,0,0.06,0.00,"twinapi.appcore.dll",
105,"[twinapi.appcore.dll]",1,0,0.06,0.00,"twinapi.appcore.dll",
106,"[twinapi.appcore.dll]",1,0,0.06,0.00,"twinapi.appcore.dll",
107,"[ucrtbase.dll]",1,0,0.06,0.00,"ucrtbase.dll",
108,"[ucrtbase.dll]",1,0,0.06,0.00,"ucrtbase.dll",
109,"[ucrtbase.dll]",1,0,0.06,0.00,"ucrtbase.dll",
110,"[ucrtbase.dll]",1,1,0.06,0.06,"ucrtbase.dll",
95,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
96,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
97,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
98,"[clr.dll]",1,1,0.06,0.06,"clr.dll",
91,"[PresentationCore.ni.dll]",1,0,0.06,0.00,"PresentationCore.ni.dll",
92,"[PresentationCore.ni.dll]",1,0,0.06,0.00,"PresentationCore.ni.dll",
93,"[PresentationCore.ni.dll]",1,0,0.06,0.00,"PresentationCore.ni.dll",
94,"[PresentationCore.ni.dll]",1,0,0.06,0.00,"PresentationCore.ni.dll",
95,"[PresentationCore.ni.dll]",1,0,0.06,0.00,"PresentationCore.ni.dll",
96,"[PresentationCore.ni.dll]",1,0,0.06,0.00,"PresentationCore.ni.dll",
97,"[PresentationCore.ni.dll]",1,0,0.06,0.00,"PresentationCore.ni.dll",
98,"[mscorlib.ni.dll]",1,0,0.06,0.00,"mscorlib.ni.dll",
99,"[mscorlib.ni.dll]",1,0,0.06,0.00,"mscorlib.ni.dll",
100,"[mscorlib.ni.dll]",1,0,0.06,0.00,"mscorlib.ni.dll",
101,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
102,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
103,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
104,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
105,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
106,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
107,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
108,"[mscorlib.ni.dll]",1,0,0.06,0.00,"mscorlib.ni.dll",
109,"[WindowsBase.ni.dll]",1,0,0.06,0.00,"WindowsBase.ni.dll",
110,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
111,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
112,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
113,"[clr.dll]",1,0,0.06,0.00,"clr.dll",
114,"[combase.dll]",1,0,0.06,0.00,"combase.dll",
115,"[combase.dll]",1,0,0.06,0.00,"combase.dll",
116,"[combase.dll]",1,0,0.06,0.00,"combase.dll",
117,"[combase.dll]",1,0,0.06,0.00,"combase.dll",
118,"[combase.dll]",1,0,0.06,0.00,"combase.dll",
119,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
120,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
121,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
122,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
123,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
124,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
125,"[δ֪]",1,0,0.06,0.00,"[δ֪]",
126,"[WindowsBase.ni.dll]",1,0,0.06,0.00,"WindowsBase.ni.dll",
127,"[WindowsBase.ni.dll]",1,0,0.06,0.00,"WindowsBase.ni.dll",
128,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
129,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
130,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
131,"[ieframe.dll]",1,0,0.06,0.00,"ieframe.dll",
132,"[ieframe.dll]",1,0,0.06,0.00,"ieframe.dll",
133,"[ieframe.dll]",1,0,0.06,0.00,"ieframe.dll",
134,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
135,"[user32.dll]",1,1,0.06,0.06,"user32.dll",
87,"[user32.dll]",2,0,0.12,0.00,"user32.dll",
88,"[user32.dll]",2,0,0.12,0.00,"user32.dll",
89,"[user32.dll]",2,0,0.12,0.00,"user32.dll",
90,"[δ֪]",2,0,0.12,0.00,"[δ֪]",
91,"[WindowsBase.ni.dll]",2,0,0.12,0.00,"WindowsBase.ni.dll",
92,"[user32.dll]",2,0,0.12,0.00,"user32.dll",
93,"[user32.dll]",2,0,0.12,0.00,"user32.dll",
94,"[user32.dll]",2,0,0.12,0.00,"user32.dll",
95,"[user32.dll]",2,0,0.12,0.00,"user32.dll",
96,"[uxtheme.dll]",1,0,0.06,0.00,"uxtheme.dll",
97,"[uxtheme.dll]",1,0,0.06,0.00,"uxtheme.dll",
98,"[uxtheme.dll]",1,0,0.06,0.00,"uxtheme.dll",
99,"[uxtheme.dll]",1,0,0.06,0.00,"uxtheme.dll",
100,"[gdi32full.dll]",1,1,0.06,0.06,"gdi32full.dll",
96,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
97,"[user32.dll]",1,0,0.06,0.00,"user32.dll",
98,"[twinapi.appcore.dll]",1,0,0.06,0.00,"twinapi.appcore.dll",
99,"[twinapi.appcore.dll]",1,0,0.06,0.00,"twinapi.appcore.dll",
100,"[twinapi.appcore.dll]",1,0,0.06,0.00,"twinapi.appcore.dll",
101,"[combase.dll]",1,0,0.06,0.00,"combase.dll",
102,"[combase.dll]",1,0,0.06,0.00,"combase.dll",
103,"[combase.dll]",1,1,0.06,0.06,"combase.dll",
84,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
85,"[mshtml.dll]",1,0,0.06,0.00,"mshtml.dll",
86,"[msvcrt.dll]",1,0,0.06,0.00,"msvcrt.dll",
87,"[msvcrt.dll]",1,1,0.06,0.06,"msvcrt.dll",
83,"[uxtheme.dll]",1,0,0.06,0.00,"uxtheme.dll",
84,"[ntdll.dll]",1,0,0.06,0.00,"ntdll.dll",
85,"[ntdll.dll]",1,1,0.06,0.06,"ntdll.dll",
81,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
82,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
83,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
84,"[msctf.dll]",1,0,0.06,0.00,"msctf.dll",
